Name,Team,Height,Weight,Jersey Number,Position Shorthand,Position Longhand,Country,Overall,Potential,Stats,Detailed link
Rafa Mir,Sevilla FC,"6'3""																",190lbs,#12 ,ST,Striker,Spain,79,83,1965,https://www.fifaratings.com/rafael-mir-vicente
Marcão,Sevilla FC,"6'1""																",179lbs,#23 ,CB,Centre Back,Brazil,79,83,1802,https://www.fifaratings.com/marcos-nascimento-teixeira
Gonzalo Montiel,Sevilla FC,"5'9""																",154lbs,#2 ,RWB,Right WingBack,Argentina,79,81,2046,https://www.fifaratings.com/gonzalo-montiel
Suso,Sevilla FC,"5'9""																",154lbs,#7 ,CAM,Center Attacking Midfielder,Spain,79,79,1907,https://www.fifaratings.com/jesus-joaquin-fernandez-saez
Nemanja Gudelj,Sevilla FC,"6'2""																",161lbs,#6 ,CDM,Center Defensive Midfielder,Serbia,79,79,2074,https://www.fifaratings.com/nemanja-gudelj
Erik Lamela,Sevilla FC,"5'11""																",174lbs,#17 ,RW,Right Winger,Argentina,79,79,2096,https://www.fifaratings.com/erik-lamela
Adnan Januzaj,Sevilla FC,"6'1""																",165lbs,#11 ,RW,Right Winger,Belgium,79,79,1881,https://www.fifaratings.com/adnan-januzaj
Óliver Torres,Sevilla FC,"5'9""																",154lbs,#21 ,CM,Center Midfielder,Spain,78,78,1948,https://www.fifaratings.com/oliver-torres-munoz
Kasper Dolberg,Sevilla FC,"6'2""																",185lbs,#5 ,ST,Striker,Denmark,77,81,1854,https://www.fifaratings.com/kasper-dolberg
Karim Rekik,Sevilla FC,"6'1""																",185lbs,#4 ,CB,Centre Back,Netherlands,77,79,1750,https://www.fifaratings.com/karim-rekik
Tanguy Nianzou,Sevilla FC,"6'3""																",187lbs,#14 ,CB,Centre Back,France,73,84,1668,https://www.fifaratings.com/tanguy-nianzou
Carmona,Sevilla FC,"6'0""																",176lbs,#30 ,RB,Right Back,Spain,67,81,1679,https://www.fifaratings.com/jose-angel-carmona-navarro
Kike Salas,Sevilla FC,"6'1""																",176lbs,#29 ,CB,Centre Back,Spain,61,77,1301,https://www.fifaratings.com/enrique-jesus-salas-valiente
Pablo Pérez,Sevilla FC,"5'7""																",143lbs,#26 ,LB,Left Back,Spain,61,74,1502,https://www.fifaratings.com/pablo-perez-rico
Ryan Johansson,Sevilla FC,"5'11""																",165lbs,#27 ,CDM,Center Defensive Midfielder,Republic of Ireland,60,71,1543,https://www.fifaratings.com/ryan-johansson
Pedro Ortiz,Sevilla FC,"6'0""																",168lbs,#34 ,CAM,Center Attacking Midfielder,Spain,60,70,1530,https://www.fifaratings.com/pedro-ortiz-bernat
Adrián González,Sevilla FC,"6'2""																",176lbs,#31 ,GK,Goalkeeper,Spain,59,67,882,https://www.fifaratings.com/adrian-gonzalez-moyano
Grimaldo,SL Benfica,"5'8""																",148lbs,#3 ,LB,Left Back,Spain,83,84,2213,https://www.fifaratings.com/alejandro-grimaldo-garcia
Rafa,SL Benfica,"5'8""																",146lbs,#27 ,RW,Right Winger,Portugal,83,83,2046,https://www.fifaratings.com/rafael-a-ferreira-silva
O. Vlachodimos,SL Benfica,"6'3""																",179lbs,#99 ,GK,Goalkeeper,Greece,81,83,1258,https://www.fifaratings.com/odisseas-vlachodimos
N. Otamendi,SL Benfica,"6'0""																",172lbs,#30 ,CB,Centre Back,Argentina,81,81,1902,https://www.fifaratings.com/nicolas-otamendi
João Mário,SL Benfica,"5'10""																",161lbs,#20 ,CM,Center Midfielder,Portugal,81,81,2122,https://www.fifaratings.com/joao-mario-n-costa-eduardo
Enzo Fernández,SL Benfica,"5'11""																",170lbs,#13 ,CM,Center Midfielder,Argentina,80,87,2169,https://www.fifaratings.com/enzo-fernandez
David Neres,SL Benfica,"5'9""																",157lbs,#7 ,CAM,Center Attacking Midfielder,Brazil,80,83,1944,https://www.fifaratings.com/david-neres-campos
Julian Draxler,SL Benfica,"6'2""																",170lbs,#93 ,CAM,Center Attacking Midfielder,Germany,79,79,2064,https://www.fifaratings.com/julian-draxler
Gonçalo Ramos,SL Benfica,"6'1""																",181lbs,#88 ,ST,Striker,Portugal,78,86,1939,https://www.fifaratings.com/goncalo-matias-ramos
Florentino,SL Benfica,"6'0""																",163lbs,#61 ,CDM,Center Defensive Midfielder,Portugal,78,85,1817,https://www.fifaratings.com/florentino-morris-luis
Alexander Bah,SL Benfica,"6'0""																",168lbs,#6 ,RB,Right Back,Denmark,78,83,2095,https://www.fifaratings.com/alexander-bah
Lucas Veríssimo,SL Benfica,"6'3""																",190lbs,#4 ,CB,Centre Back,Brazil,78,81,1761,https://www.fifaratings.com/lucas-verissimo-da-silva
Fredrik Aursnes,SL Benfica,"5'10""																",157lbs,#8 ,CDM,Center Defensive Midfielder,Norway,78,79,2129,https://www.fifaratings.com/fredrik-aursnes
Gilberto,SL Benfica,"5'11""																",168lbs,#2 ,RB,Right Back,Brazil,78,78,2032,https://www.fifaratings.com/gilberto-moraes-junior
John Brooks,SL Benfica,"6'4""																",172lbs,#25 ,CB,Centre Back,United States,77,78,1681,https://www.fifaratings.com/john-brooks
Helton Leite,SL Benfica,"6'6""																",203lbs,#77 ,GK,Goalkeeper,Brazil,76,76,1127,https://www.fifaratings.com/helton-brant-aleixo-leite
António Silva,SL Benfica,"6'2""																",176lbs,#66 ,CB,Centre Back,Portugal,75,87,1701,https://www.fifaratings.com/antonio-joao-tavares-silva
Gonçalo Ramos,SL Benfica,"6'1""																",181lbs,#88 ,ST,Striker,Portugal,75,85,1900,https://www.fifaratings.com/goncalo-matias-ramos-2
João Victor,SL Benfica,"6'2""																",176lbs,#38 ,CB,Centre Back,Brazil,75,83,1759,https://www.fifaratings.com/joao-victor-da-silva-marcelino
Morato,SL Benfica,"6'4""																",196lbs,#91 ,CB,Centre Back,Brazil,74,84,1617,https://www.fifaratings.com/felipe-rodrigues-da-silva
Petar Musa,SL Benfica,"6'3""																",181lbs,#33 ,ST,Striker,Croatia,74,81,1863,https://www.fifaratings.com/petar-musa
Mihailo Ristić,SL Benfica,"5'11""																",174lbs,#23 ,LB,Left Back,Serbia,74,75,1888,https://www.fifaratings.com/mihailo-ristic
Diogo Gonçalves,SL Benfica,"5'10""																",154lbs,#17 ,CAM,Center Attacking Midfielder,Portugal,73,76,2041,https://www.fifaratings.com/diogo-antonio-cupido-goncalves
André Almeida,SL Benfica,"6'1""																",176lbs,#34 ,RB,Right Back,Portugal,73,73,1933,https://www.fifaratings.com/andre-gomes-magalhaes-almeida
Chiquinho,SL Benfica,"5'9""																",150lbs,#22 ,CAM,Center Attacking Midfielder,Portugal,73,73,1955,https://www.fifaratings.com/francisco-l-lima-silva-machado
Rodrigo Pinho,SL Benfica,"6'1""																",176lbs,#18 ,ST,Striker,Brazil,73,73,1740,https://www.fifaratings.com/rodrigo-cunha-pereira-de-pinho
Gil Dias,SL Benfica,"6'0""																",172lbs,#31 ,LW,Left Winger,Portugal,72,73,1918,https://www.fifaratings.com/gil-bastiao-dias
Henrique Araújo,SL Benfica,"6'0""																",159lbs,#39 ,ST,Striker,Portugal,71,85,1687,https://www.fifaratings.com/henrique-pereira-araujo
Diego Moreira,SL Benfica,"5'10""																",161lbs,#96 ,LM,Left Midfielder,Portugal,67,85,1668,https://www.fifaratings.com/diego-manuel-j-da-silva-moreira
Paulo Bernardo,SL Benfica,"5'11""																",165lbs,#55 ,CAM,Center Attacking Midfielder,Portugal,67,83,1797,https://www.fifaratings.com/paulo-guilherme-goncalves-bernardo
Samuel Soares,SL Benfica,"6'3""																",201lbs,#24 ,GK,Goalkeeper,Portugal,66,83,1232,https://www.fifaratings.com/samuel-jumpe-soares
Nabil Fekir,Real Betis Balompié,"5'8""																",165lbs,#8 ,CAM,Center Attacking Midfielder,France,85,85,2128,https://www.fifaratings.com/nabil-fekir
Canales,Real Betis Balompié,"5'9""																",143lbs,#10 ,RM,Right Midfielder,Spain,84,84,2217,https://www.fifaratings.com/sergio-canales-madrazo
Borja Iglesias,Real Betis Balompié,"6'2""																",190lbs,#9 ,ST,Striker,Spain,82,82,1939,https://www.fifaratings.com/borja-iglesias-quintas
G. Rodríguez,Real Betis Balompié,"6'1""																",176lbs,#5 ,CDM,Center Defensive Midfielder,Argentina,81,82,1912,https://www.fifaratings.com/guido-rodriguez
William Carvalho,Real Betis Balompié,"6'2""																",174lbs,#14 ,CDM,Center Defensive Midfielder,Portugal,81,81,1964,https://www.fifaratings.com/william-silva-de-carvalho
Rui Silva,Real Betis Balompié,"6'3""																",201lbs,#13 ,GK,Goalkeeper,Portugal,80,82,1220,https://www.fifaratings.com/rui-tiago-dantas-da-silva
Álex Moreno,Real Betis Balompié,"5'10""																",150lbs,#15 ,LB,Left Back,Spain,80,80,2097,https://www.fifaratings.com/alexandre-moreno-lopera
Luiz Felipe,Real Betis Balompié,"6'2""																",176lbs,#19 ,CB,Centre Back,Italy,79,84,1735,https://www.fifaratings.com/luiz-felipe-ramos-marchi
Claudio Bravo,Real Betis Balompié,"6'0""																",176lbs,#25 ,GK,Goalkeeper,Chile,79,79,1488,https://www.fifaratings.com/claudio-bravo
Joaquín,Real Betis Balompié,"5'10""																",165lbs,#17 ,CAM,Center Attacking Midfielder,Spain,79,79,1930,https://www.fifaratings.com/joaquin-sanchez-rodriguez
Juanmi,Real Betis Balompié,"5'8""																",152lbs,#7 ,RW,Right Winger,Spain,79,79,1910,https://www.fifaratings.com/juan-miguel-jimenez-lopez
Willian José,Real Betis Balompié,"6'2""																",201lbs,#12 ,ST,Striker,Brazil,78,78,1895,https://www.fifaratings.com/willian-jose-da-silva
Edgar,Real Betis Balompié,"6'4""																",172lbs,#3 ,CB,Centre Back,Spain,77,81,1755,https://www.fifaratings.com/edgar-gonzalez-estrada
A. Guardado,Real Betis Balompié,"5'7""																",148lbs,#18 ,CM,Center Midfielder,Mexico,77,77,2086,https://www.fifaratings.com/andres-guardado
Víctor Ruiz,Real Betis Balompié,"6'1""																",172lbs,#6 ,CB,Centre Back,Spain,77,77,1764,https://www.fifaratings.com/victor-ruiz-torre
Youssouf Sabaly,Real Betis Balompié,"5'8""																",148lbs,#23 ,RB,Right Back,Senegal,77,77,1890,https://www.fifaratings.com/youssouf-sabaly
Miranda,Real Betis Balompié,"6'1""																",174lbs,#33 ,LB,Left Back,Spain,76,83,1941,https://www.fifaratings.com/juan-miranda-gonzalez
G. Pezzella,Real Betis Balompié,"6'1""																",179lbs,#16 ,CB,Centre Back,Argentina,76,76,1638,https://www.fifaratings.com/german-pezzella
Rodri,Real Betis Balompié,"5'6""																",137lbs,#28 ,CAM,Center Attacking Midfielder,Spain,75,84,1810,https://www.fifaratings.com/rodrigo-sanchez-rodriguez
Aitor Ruibal,Real Betis Balompié,"5'9""																",165lbs,#24 ,RM,Right Midfielder,Spain,75,76,1881,https://www.fifaratings.com/aitor-ruibal-garcia
Loren,Real Betis Balompié,"6'2""																",181lbs,#21 ,ST,Striker,Spain,72,72,1773,https://www.fifaratings.com/lorenzo-moron-garcia
Luiz Henrique,Real Betis Balompié,"6'0""																",170lbs,#11 ,ST,Striker,Brazil,71,82,1778,https://www.fifaratings.com/l-henrique-rosa-da-silva
Paul Akouokou,Real Betis Balompié,"6'0""																",150lbs,#4 ,CDM,Center Defensive Midfielder,Ivory Coast,71,78,1791,https://www.fifaratings.com/paul-akouokou
Camarasa,Real Betis Balompié,"6'0""																",170lbs,#22 ,CM,Center Midfielder,Spain,71,71,1971,https://www.fifaratings.com/victor-camarasa-ferrando
Dani Martín,Real Betis Balompié,"6'2""																",170lbs,#1 ,GK,Goalkeeper,Spain,69,76,1159,https://www.fifaratings.com/daniel-martin-fernandez
Juan Cruz,Real Betis Balompié,"5'10""																",159lbs,#29 ,CAM,Center Attacking Midfielder,Spain,67,77,1648,https://www.fifaratings.com/juan-cruz-diaz-esposito
Jordi Escobar,Real Betis Balompié,"6'1""																",163lbs,#26 ,ST,Striker,Spain,65,75,1523,https://www.fifaratings.com/jordi-escobar-fernandez
José Lara,Real Betis Balompié,"5'4""																",132lbs,#30 ,CAM,Center Attacking Midfielder,Spain,64,74,1578,https://www.fifaratings.com/jose-alonso-lara
Manu Morillo,Real Betis Balompié,"6'0""																",154lbs,#47 ,ST,Striker,Spain,61,79,1446,https://www.fifaratings.com/manuel-morillo-leon
Marchena,Real Betis Balompié,"5'11""																",165lbs,#45 ,CM,Center Midfielder,Spain,60,76,1528,https://www.fifaratings.com/antonio-marchena-millan
Fran Delgado,Real Betis Balompié,"5'10""																",137lbs,#32 ,RB,Right Back,Spain,59,71,1434,https://www.fifaratings.com/francisco-delgado-rojano
Moussa Diaby,Bayer 04 Leverkusen,"5'7""																",148lbs,#19 ,RM,Right Midfielder,France,84,88,1958,https://www.fifaratings.com/moussa-diaby
Patrik Schick,Bayer 04 Leverkusen,"6'3""																",190lbs,#14 ,ST,Striker,Czech Republic,84,86,1989,https://www.fifaratings.com/patrik-schick
Florian Wirtz,Bayer 04 Leverkusen,"5'9""																",159lbs,#27 ,CAM,Center Attacking Midfielder,Germany,82,91,1994,https://www.fifaratings.com/florian-wirtz
L. Hrádecký,Bayer 04 Leverkusen,"6'4""																",187lbs,#1 ,GK,Goalkeeper,Finland,82,82,1187,https://www.fifaratings.com/lukas-hradecky
Edmond Tapsoba,Bayer 04 Leverkusen,"6'4""																",185lbs,#12 ,CB,Centre Back,Burkina Faso,81,86,1914,https://www.fifaratings.com/edmond-tapsoba
Jonathan Tah,Bayer 04 Leverkusen,"6'5""																",207lbs,#4 ,CB,Centre Back,Germany,81,83,1723,https://www.fifaratings.com/jonathan-tah
Robert Andrich,Bayer 04 Leverkusen,"6'1""																",190lbs,#8 ,CDM,Center Defensive Midfielder,Germany,81,82,2156,https://www.fifaratings.com/robert-andrich
Kerem Demirbay,Bayer 04 Leverkusen,"6'0""																",165lbs,#10 ,CM,Center Midfielder,Germany,81,81,2169,https://www.fifaratings.com/kerem-demirbay
J. Frimpong,Bayer 04 Leverkusen,"5'7""																",141lbs,#30 ,RM,Right Midfielder,Netherlands,80,86,2032,https://www.fifaratings.com/jeremie-frimpong
Sardar Azmoun,Bayer 04 Leverkusen,"6'1""																",181lbs,#9 ,ST,Striker,Iran,79,80,1973,https://www.fifaratings.com/sardar-azmoun
C. Aránguiz,Bayer 04 Leverkusen,"5'7""																",152lbs,#20 ,CDM,Center Defensive Midfielder,Chile,79,79,2100,https://www.fifaratings.com/charles-aranguiz
Karim Bellarabi,Bayer 04 Leverkusen,"6'0""																",174lbs,#38 ,RM,Right Midfielder,Germany,79,79,1965,https://www.fifaratings.com/karim-bellarabi
Piero Hincapié,Bayer 04 Leverkusen,"6'0""																",168lbs,#3 ,CB,Centre Back,Ecuador,78,85,1847,https://www.fifaratings.com/piero-hincapie
C. Hudson-Odoi,Bayer 04 Leverkusen,"6'0""																",168lbs,#17 ,RM,Right Midfielder,England,78,84,1926,https://www.fifaratings.com/callum-hudson-odoi
E. Palacios,Bayer 04 Leverkusen,"5'10""																",157lbs,#25 ,CM,Center Midfielder,Argentina,78,83,2063,https://www.fifaratings.com/exequiel-palacios
Adam Hložek,Bayer 04 Leverkusen,"6'2""																",183lbs,#23 ,ST,Striker,Czech Republic,76,86,1928,https://www.fifaratings.com/adam-hlozek
Nadiem Amiri,Bayer 04 Leverkusen,"5'11""																",170lbs,#11 ,CAM,Center Attacking Midfielder,Germany,76,79,1982,https://www.fifaratings.com/nadiem-amiri
Andrey Lunev,Bayer 04 Leverkusen,"6'3""																",181lbs,#40 ,GK,Goalkeeper,Russia,76,76,1229,https://www.fifaratings.com/andrey-lunev
O. Kossounou,Bayer 04 Leverkusen,"6'3""																",179lbs,#6 ,CB,Centre Back,Ivory Coast,75,84,1695,https://www.fifaratings.com/odilon-kossounou
Mitchel Bakker,Bayer 04 Leverkusen,"6'1""																",192lbs,#5 ,LB,Left Back,Netherlands,75,81,1902,https://www.fifaratings.com/mitchel-bakker
Amine Adli,Bayer 04 Leverkusen,"5'9""																",159lbs,#21 ,CAM,Center Attacking Midfielder,France,74,83,1892,https://www.fifaratings.com/amine-adli
Paulinho,Bayer 04 Leverkusen,"5'10""																",176lbs,#7 ,CAM,Center Attacking Midfielder,Brazil,74,80,1851,https://www.fifaratings.com/paulo-henrique-sampaio-filho
T. Fosu-Mensah,Bayer 04 Leverkusen,"6'3""																",190lbs,#24 ,CB,Centre Back,Netherlands,73,77,1887,https://www.fifaratings.com/timothy-fosu-mensah
D. Sinkgraven,Bayer 04 Leverkusen,"5'10""																",154lbs,#22 ,LM,Left Midfielder,Netherlands,73,74,2006,https://www.fifaratings.com/daley-sinkgraven
Niklas Lomb,Bayer 04 Leverkusen,"6'1""																",187lbs,#36 ,GK,Goalkeeper,Germany,66,66,1101,https://www.fifaratings.com/niklas-lomb
Ayman Azhil,Bayer 04 Leverkusen,"5'9""																",148lbs,#32 ,CAM,Center Attacking Midfielder,Germany,64,74,1649,https://www.fifaratings.com/ayman-azhil
Zidan Sertdemir,Bayer 04 Leverkusen,"6'0""																",168lbs,#29 ,CAM,Center Attacking Midfielder,Denmark,62,83,1667,https://www.fifaratings.com/zidan-sertdemir
Joshua Eze,Bayer 04 Leverkusen,"6'0""																",174lbs,#35 ,CDM,Center Defensive Midfielder,Germany,60,72,1551,https://www.fifaratings.com/joshua-eze
M. Neutgens,Bayer 04 Leverkusen,"6'2""																",165lbs,#41 ,GK,Goalkeeper,Germany,57,70,879,https://www.fifaratings.com/maximilian-neutgens
Muniain,Athletic Club de Bilbao,"5'7""																",146lbs,#10 ,LM,Left Midfielder,Spain,84,84,2088,https://www.fifaratings.com/iker-muniain-goni
Unai Simón,Athletic Club de Bilbao,"6'3""																",196lbs,#1 ,GK,Goalkeeper,Spain,83,86,1311,https://www.fifaratings.com/unai-simon-mendibil
Iñigo Martínez,Athletic Club de Bilbao,"6'0""																",170lbs,#4 ,CB,Centre Back,Spain,82,82,1992,https://www.fifaratings.com/inigo-martinez-berridi
Yuri Berchiche,Athletic Club de Bilbao,"5'11""																",176lbs,#17 ,LB,Left Back,Spain,82,82,2176,https://www.fifaratings.com/yuri-berchiche-izeta
Iñaki Williams,Athletic Club de Bilbao,"6'1""																",176lbs,#9 ,ST,Striker,Ghana,81,81,2059,https://www.fifaratings.com/inaki-williams-arthuer
Yeray,Athletic Club de Bilbao,"6'0""																",174lbs,#5 ,CB,Centre Back,Spain,80,82,1907,https://www.fifaratings.com/yeray-alvarez-lopez
Raúl García,Athletic Club de Bilbao,"6'0""																",183lbs,#22 ,CM,Center Midfielder,Spain,80,80,2133,https://www.fifaratings.com/raul-garcia-escudero
Álex Berenguer,Athletic Club de Bilbao,"5'9""																",161lbs,#7 ,RM,Right Midfielder,Spain,80,80,2145,https://www.fifaratings.com/alejandro-berenguer-remiro
Ander Herrera,Athletic Club de Bilbao,"6'0""																",157lbs,#23 ,CDM,Center Defensive Midfielder,Spain,79,79,2121,https://www.fifaratings.com/ander-herrera-aguera
De Marcos,Athletic Club de Bilbao,"6'0""																",172lbs,#18 ,RB,Right Back,Spain,78,78,2057,https://www.fifaratings.com/oscar-de-marcos-arana
Sancet,Athletic Club de Bilbao,"6'2""																",159lbs,#8 ,ST,Striker,Spain,77,86,1995,https://www.fifaratings.com/oihan-sancet-tirapu
Nico Williams,Athletic Club de Bilbao,"5'11""																",148lbs,#11 ,RM,Right Midfielder,Spain,76,87,1850,https://www.fifaratings.com/nicholas-williams-arthuer
Unai Vencedor,Athletic Club de Bilbao,"5'9""																",157lbs,#16 ,CM,Center Midfielder,Spain,76,83,2043,https://www.fifaratings.com/unai-vencedor-paris
Vivian,Athletic Club de Bilbao,"6'0""																",183lbs,#3 ,CB,Centre Back,Spain,76,83,1751,https://www.fifaratings.com/daniel-vivian-moreno
Ander Capa,Athletic Club de Bilbao,"5'9""																",165lbs,#21 ,RB,Right Back,Spain,76,76,2096,https://www.fifaratings.com/ander-capa-rodriguez
